cve_ent,cve_mun,pob_mun,CVEGEO,pob_rural,pob_total,pct_rural,n_estab_4671,empleo_aprox_4671,actividades,dens_estab_10k,dens_empleo_10k,IM_2020,area_km2
27,4,683607,27004,118085,683636,0.17273081,667,3732.5,Comercio al por menor de artículos para la limpieza | Comercio al por menor de pintura | Comercio al por menor de vidrios y espejos | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de artículos para albercas y otros artículos | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor de materiales para la construcción en tiendas de autoservicio especializadas,9.757068023,54.60008455,58.73058819,1714.767714
27,5,214877,27005,113784,214878,0.529528384,146,554,Comercio al por menor de vidrios y espejos | Comercio al por menor de artículos para la limpieza | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pintura | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor de materiales para la construcción en tiendas de autoservicio especializadas | Comercio al por menor de artículos para albercas y otros artículos,6.794584809,25.78219167,56.32858257,766.1636377
27,6,137257,27006,86144,137257,0.627610978,66,248.5,Comercio al por menor de vidrios y espejos | Comercio al por menor de artículos para la limpieza | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pintura | Comercio al por menor de artículos para albercas y otros artículos,4.808497927,18.10472326,55.47096921,597.525973
27,7,32181,27007,6067,32313,0.187757249,34,101.5,Comercio al por menor de artículos para la limpieza | Comercio al por menor de pintura | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de vidrios y espejos,10.56524036,31.5403499,57.27544943,591.887828
27,8,190885,27008,106149,191136,0.555358488,95,373.5,Comercio al por menor de vidrios y espejos | Comercio al por menor de pintura | Comercio al por menor de artículos para la limpieza | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor de artículos para albercas y otros artículos,4.976818503,19.56675485,54.20232119,3713.500512
27,9,37749,27009,32748,37754,0.867404778,13,38,Comercio al por menor de pintura | Comercio al por menor de vidrios y espejos | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de artículos para la limpieza,3.443799836,10.06649183,55.50791974,591.7984149
27,10,91185,27010,43590,91200,0.477960526,67,243.5,Comercio al por menor de artículos para la limpieza | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor de pintura | Comercio al por menor de vidrios y espejos,7.347699731,26.7039535,56.33212084,368.7319717
27,11,30798,27011,23411,30973,0.755851871,8,20,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pintura | Comercio al por menor de vidrios y espejos,2.597571271,6.493928177,53.31799496,1641.522703
27,12,158601,27012,91019,158621,0.573814312,99,322,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de artículos para la limpieza | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor de pintura | Comercio al por menor de vidrios y espejos,6.24207918,20.30252016,54.32942388,2426.156823
27,13,150300,27013,48235,150303,0.320918411,103,391.5,Comercio al por menor de vidrios y espejos | Comercio al por menor de artículos para la limpieza | Comercio al por menor de pintura | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor de materiales para la construcción en tiendas de autoservicio especializadas,6.852960745,26.04790419,57.7795397,534.0750704
27,14,96741,27014,43350,96741,0.4481037,73,303.5,Comercio al por menor de vidrios y espejos | Comercio al por menor de artículos para la limpieza | Comercio al por menor de pintura | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de artículos para albercas y otros artículos,7.545921584,31.37242741,57.57745107,407.3704162
27,15,47905,27015,37100,47927,0.774093935,20,73.5,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de vidrios y espejos | Comercio al por menor de artículos para la limpieza | Comercio al por menor de pintura,4.174929548,15.34286609,54.32755676,734.5255274
27,16,58718,27016,25498,58741,0.434075007,34,161,Comercio al por menor de artículos para la limpieza | Comercio al por menor de vidrios y espejos | Comercio al por menor de pintura | Comercio al por menor en ferreterías y tlapalerías,5.790387956,27.41919003,55.54970622,420.6247534
27,17,62310,27017,27364,62396,0.438553753,53,190.5,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de vidrios y espejos | Comercio al por menor de artículos para la limpieza | Comercio al por menor de materiales para la construcción en tiendas de autoservicio especializadas | Comercio al por menor de pintura | Comercio al por menor de artículos para albercas y otros artículos,8.505857808,30.57294174,54.73495845,1882.857065
28,0,3527735,28000,0,14528,0,0,0,NA,0,0,NA,NA
28,1,9822,28001,4567,9878,0.462340555,6,15,Comercio al por menor de vidrios y espejos | Comercio al por menor en ferreterías y tlapalerías,6.108735492,15.27183873,56.32805045,1838.876973
28,2,28725,28002,14391,29443,0.488774921,34,96,Comercio al por menor de artículos para la limpieza | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor de pintura | Comercio al por menor de artículos para albercas y otros artículos | Comercio al por menor de vidrios y espejos,11.83637946,33.42036554,56.15519175,3780.888972
28,3,269790,28003,22390,271196,0.082560215,240,771,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de vidrios y espejos | Comercio al por menor de artículos para la limpieza | Comercio al por menor de pintura | Comercio al por menor de materiales para la construcción en tiendas de autoservicio especializadas | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor de artículos para albercas y otros artículos,8.895807851,28.57778272,58.987793,1643.689908
28,4,8850,28004,5362,9060,0.59183223,4,15.5,Comercio al por menor en ferreterías y tlapalerías,4.519774011,17.51412429,54.49283969,576.0844847
28,5,4256,28005,4256,4455,0.955331089,5,18,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de artículos para la limpieza | Comercio al por menor de vidrios y espejos,11.7481203,42.29323308,55.06290007,1885.43001
28,6,7542,28006,7542,7548,0.999205087,2,5,Comercio al por menor en ferreterías y tlapalerías,2.651816494,6.629541236,48.44442173,1434.404419
28,7,16546,28007,7173,16874,0.425091857,11,27.5,Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pintura | Comercio al por menor de vidrios y espejos,6.648132479,16.6203312,57.28344793,922.2767853
28,8,4143,28008,4143,4418,0.93775464,0,0,NA,0,0,51.77997559,2981.276447
28,9,205933,28009,0,205933,0,196,773.5,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de artículos para albercas y otros artículos | Comercio al por menor de vidrios y espejos | Comercio al por menor de artículos para la limpieza | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor de pintura | Comercio al por menor de materiales para la construcción en tiendas de autoservicio especializadas,9.517658656,37.56076005,60.45927865,48.02457778
28,10,1671,28010,1671,1764,0.947278912,2,5,Comercio al por menor en ferreterías y tlapalerías,11.96888091,29.92220227,54.32848922,1869.583442
28,11,8288,28011,8288,8483,0.977012849,2,5,Comercio al por menor en ferreterías y tlapalerías,2.413127413,6.032818533,54.975243,722.4358117
28,12,41470,28012,14145,41971,0.337018417,47,150.5,Comercio al por menor de vidrios y espejos | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de artículos para la limpieza | Comercio al por menor de pintura,11.33349409,36.29129491,55.67004334,3207.913063
28,13,15032,28013,15032,15349,0.979347189,5,12.5,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de artículos para la limpieza | Comercio al por menor de vidrios y espejos,3.32623736,8.315593401,55.03965089,1196.24977
28,14,3803,28014,352,4090,0.08606357,4,10,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de vidrios y espejos,10.5180121,26.29503024,55.85986715,2423.394368
28,15,15677,28015,3610,15814,0.22827874,16,69,Comercio al por menor de vidrios y espejos | Comercio al por menor de artículos para la limpieza | Comercio al por menor en ferreterías y tlapalerías,10.20603432,44.013523,57.42901879,428.6621531
28,16,17012,28016,7597,17203,0.441609022,6,15,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de vidrios y espejos,3.526922173,8.817305431,55.65651814,2113.151872
28,17,15994,28017,9708,16093,0.603243646,13,32.5,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pintura | Comercio al por menor de artículos para la limpieza | Comercio al por menor de vidrios y espejos,8.128048018,20.32012005,55.32066394,2634.416043
28,18,6375,28018,2007,6419,0.312665524,3,7.5,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de vidrios y espejos,4.705882353,11.76470588,56.075429,1651.734726
28,19,14645,28019,10966,15022,0.729996006,9,22.5,Comercio al por menor de artículos para la limpieza | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de vidrios y espejos,6.14544213,15.36360533,54.39371286,2540.737795
28,20,2048,28020,2048,2129,0.961953969,0,0,NA,0,0,55.35175695,360.3873559
28,21,106144,28021,24112,106485,0.226435648,113,431.5,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de vidrios y espejos | Comercio al por menor de artículos para la limpieza | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor de pintura | Comercio al por menor de artículos para albercas y otros artículos,10.64591498,40.65232137,58.01498497,1619.895804
28,22,541979,28022,25904,543427,0.047667856,522,2187,Comercio al por menor de artículos para albercas y otros artículos | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de vidrios y espejos | Comercio al por menor de artículos para la limpieza | Comercio al por menor de pintura | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor de materiales para la construcción en tiendas de autoservicio especializadas,9.631369481,40.35211696,58.26485853,4599.046155
28,23,4280,28023,4280,4580,0.934497817,2,5,Comercio al por menor en ferreterías y tlapalerías,4.672897196,11.68224299,53.70193721,2507.734153
28,24,6385,28024,324,6487,0.049946046,3,7.5,Comercio al por menor en ferreterías y tlapalerías,4.698512138,11.74628034,58.58503035,915.1757858
28,25,26237,28025,3231,26451,0.122150391,26,106.5,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de vidrios y espejos | Comercio al por menor de artículos para albercas y otros artículos | Comercio al por menor de pintura | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor de artículos para la limpieza,9.909669551,40.59153104,58.386464,633.3296086
28,26,3704,28026,3704,3726,0.994095545,3,7.5,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de artículos para la limpieza,8.099352052,20.24838013,50.62351346,875.7584126
28,27,425058,28027,1228,425115,0.00288863,228,1209.5,Comercio al por menor de materiales para la construcción en tiendas de autoservicio especializadas | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de vidrios y espejos | Comercio al por menor de artículos para la limpieza | Comercio al por menor de pintura | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor de artículos para albercas y otros artículos,5.363973858,28.45494027,58.93668254,1216.470586
28,28,3810,28028,1052,3893,0.270228615,3,7.5,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de artículos para la limpieza,7.874015748,19.68503937,55.75647814,299.8283358
28,29,13190,28029,7734,13393,0.57746584,11,27.5,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de artículos para la limpieza | Comercio al por menor de vidrios y espejos,8.339651251,20.84912813,55.28707202,1461.323792
28,30,13618,28030,5005,13804,0.362576065,15,37.5,Comercio al por menor de artículos para la limpieza | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de materiales para la construcción en tiendas de autoservicio especializadas | Comercio al por menor de vidrios y espejos,11.01483331,27.53708327,56.48472401,1344.262829
28,31,1917,28031,1917,1958,0.979060266,4,10,Comercio al por menor en ferreterías y tlapalerías,20.86593636,52.1648409,53.82771641,474.791637
28,32,704767,28032,13210,706378,0.018701035,577,2439.5,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pintura | Comercio al por menor de artículos para la limpieza | Comercio al por menor de artículos para albercas y otros artículos | Comercio al por menor de vidrios y espejos | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor de materiales para la construcción en tiendas de autoservicio especializadas,8.187102972,34.61427678,58.77434593,3117.631655
